product_name,brand,category,usage_frequency,price_usd,rating,number_of_reviews,product_size,skin_type,gender_target,packaging_type,main_ingredient,cruelty_free,country_of_origin,kategori_harga,rating_score,price_score,review_score,dss_score
perfect blush,farsali,blush,occasional,65.0,1.1,6938,100ml,oily,male,stick,retinol,True,italy,sedang,0.22000000000000003,0.607114793913851,0.6921994370727784,0.430574325588711
perfect highlighter,morphe,highlighter,daily,74.86,1.7,6765,30ml,dry,male,jar,retinol,False,uk,sedang,0.33999999999999997,0.5366811915136795,0.6748090068355448,0.46596615882121284
ultra lipstick,rare beauty,lipstick,occasional,39.76,4.1,9912,150ml,sensitive,female,stick,salicylic acid,False,italy,murah,0.82,0.7874133866704764,0.9911540008041817,0.8444548161619793
super moisturizer,pat mcgrath labs,moisturizer,daily,80.32,2.3,7029,200ml,dry,male,tube,shea butter,False,italy,sedang,0.45999999999999996,0.4976784056004001,0.7013470044229996,0.51957292256472
super exfoliator,anastasia beverly hills,exfoliator,monthly,90.23,1.8,6237,100ml,dry,male,jar,aloe vera,True,south korea,sedang,0.36,0.4268876348310594,0.6217330116606353,0.43241289278144485
ultra lip gloss,urban decay,lip gloss,weekly,115.05,3.7,9571,200ml,combination,male,stick,glycerin,True,south korea,mahal,0.74,0.24958925637545548,0.956875753920386,0.6362519276967138
magic highlighter,rms beauty,highlighter,weekly,148.43,2.4,7448,200ml,oily,female,compact,vitamin c,True,uk,mahal,0.48,0.011143653118079855,0.7434660233212707,0.3920363005996781
magic face mask,sisley,face mask,monthly,131.05,3.5,6291,50ml,sensitive,female,stick,shea butter,True,germany,mahal,0.7,0.1352953782413029,0.6271612384398875,0.5160208611603683
perfect bronzer,yves saint laurent,bronzer,monthly,48.82,1.3,6291,100ml,combination,female,bottle,shea butter,True,usa,murah,0.26,0.7226944781770126,0.6271612384398875,0.47224059114108125
super bronzer,yves saint laurent,bronzer,daily,125.8,3.6,7034,100ml,combination,female,spray,vitamin c,True,italy,mahal,0.72,0.1727980570040718,0.7018496180136711,0.5522093407039558
divine face mask,becca,face mask,daily,145.11,1.1,9633,200ml,dry,female,spray,vitamin c,False,france,mahal,0.22000000000000003,0.03485963283091642,0.9631081624447125,0.31307952233821745
super blush,bite beauty,blush,occasional,119.44,2.1,4497,100ml,sensitive,female,bottle,glycerin,True,france,mahal,0.42000000000000004,0.21822987356239743,0.44682348210695616,0.36483365849011046
ultra contour,patrick ta,contour,daily,65.35,2.3,4030,100ml,dry,male,tube,aloe vera,True,south korea,sedang,0.45999999999999996,0.6046146153296665,0.39987937273823887,0.4913602591465477
ultra face oil,sisley,face oil,weekly,90.96,3.7,9560,30ml,oily,male,stick,salicylic acid,False,germany,sedang,0.74,0.42167297664118875,0.9557700040209087,0.6876558937965384
divine face mask,danessa myricks,face mask,weekly,149.4,4.9,3784,200ml,normal,female,tube,salicylic acid,False,uk,mahal,0.9800000000000001,0.004214586756196903,0.3751507840772014,0.5662945328422995
magic mascara,farsali,mascara,monthly,97.65,1.4,5231,50ml,sensitive,unisex,bottle,retinol,True,usa,sedang,0.27999999999999997,0.3738838488463462,0.5206071572175311,0.35628658609741004
super lip gloss,glossier,lip gloss,weekly,36.21,1.3,2406,200ml,normal,unisex,stick,glycerin,True,australia,murah,0.26,0.8127723408814915,0.2366304784881383,0.4211577979620751
ultra primer,natasha denona,primer,monthly,49.02,2.5,7623,30ml,dry,male,bottle,vitamin c,False,japan,murah,0.5,0.7212658047003357,0.7610574989947728,0.6185912412090553
perfect mascara,tarte,mascara,monthly,43.29,4.0,918,200ml,oily,male,spray,shea butter,True,uk,murah,0.8,0.7621972998071291,0.08705267390430237,0.6460697247229993
ultra highlighter,rms beauty,highlighter,daily,26.13,4.2,3264,50ml,normal,male,bottle,retinol,True,uk,murah,0.8400000000000001,0.8847774841060075,0.3228789706473663,0.7500090393612755
divine contour,tatcha,contour,daily,68.11,1.5,1777,100ml,dry,female,compact,retinol,True,france,sedang,0.3,0.5848989213515252,0.17340168878166465,0.3601500141617905
ultra lipstick,laura mercier,lipstick,monthly,148.41,3.1,1440,50ml,combination,female,compact,hyaluronic acid,True,south korea,mahal,0.62,0.01128652046574763,0.1395255327704061,0.34129106269380555
perfect contour,sisley,contour,daily,24.0,3.1,780,250ml,sensitive,female,tube,hyaluronic acid,False,italy,murah,0.62,0.8999928566326166,0.0731805388017692,0.5946339647501389
super primer,yves saint laurent,primer,weekly,90.96,3.4,527,150ml,sensitive,male,jar,vitamin c,True,australia,sedang,0.6799999999999999,0.42167297664118875,0.04774829111379172,0.4760515512151149
magic setting spray,hourglass,setting spray,weekly,71.02,2.1,6289,50ml,oily,unisex,stick,hyaluronic acid,True,south korea,sedang,0.42000000000000004,0.5641117222658762,0.6269601930036188,0.5046255552804867
magic eyeliner,hourglass,eyeliner,daily,148.13,4.2,5699,50ml,combination,female,jar,aloe vera,True,south korea,mahal,0.8400000000000001,0.013286663333095361,0.5676517893043828,0.5375163568608052
ultra cleanser,kylie cosmetics,cleanser,weekly,124.91,2.2,8873,250ml,sensitive,unisex,tube,aloe vera,True,japan,mahal,0.44000000000000006,0.179155653975284,0.8867108966626458,0.4510888755251144
magic contour,anastasia beverly hills,contour,weekly,82.41,1.5,2897,150ml,sensitive,female,compact,hyaluronic acid,False,france,sedang,0.3,0.48274876776912645,0.2859871330920788,0.35202205694915367
magic serum,bourjois,serum,monthly,72.11,4.6,9249,150ml,oily,female,compact,vitamin c,True,japan,sedang,0.9199999999999999,0.556325451817987,0.9245074386811419,0.8117991232816244
super highlighter,urban decay,highlighter,occasional,17.08,2.5,9318,150ml,sensitive,male,jar,salicylic acid,True,japan,murah,0.5,0.9494249589256376,0.9314435062324086,0.7211161889241731
divine blush,tarte,blush,daily,46.55,4.1,1375,50ml,combination,male,stick,retinol,True,france,murah,0.82,0.7389099221372956,0.13299155609167673,0.6582712878595239
perfect concealer,tatcha,concealer,weekly,141.01,3.1,9967,200ml,sensitive,unisex,bottle,retinol,True,usa,mahal,0.62,0.06414743910279319,0.9966827503015682,0.5285807817911516
magic makeup remover,natasha denona,makeup remover,monthly,79.11,2.6,4092,150ml,oily,female,bottle,retinol,True,usa,sedang,0.52,0.5063218801342954,0.40611178126256536,0.4931189202928017
magic eyeliner,hourglass,eyeliner,monthly,65.46,1.0,3298,150ml,dry,male,tube,shea butter,True,south korea,sedang,0.2,0.6038288449174942,0.32629674306393247,0.34640800208803474
perfect eye shadow,clinique,eyeshadow,weekly,138.02,4.8,9957,50ml,sensitive,female,jar,aloe vera,False,france,mahal,0.96,0.08550610757911281,0.9956775231202252,0.7047873368977788
super contour,juvia’s place,contour,occasional,140.84,4.7,7874,30ml,normal,unisex,stick,vitamin c,False,south korea,mahal,0.9400000000000001,0.0653618115579685,0.7862887012464818,0.646866283716687
magic face mask,farsali,face mask,daily,94.26,2.0,5802,30ml,combination,female,compact,aloe vera,True,south korea,sedang,0.4,0.39809986427601973,0.5780056292722155,0.43503108513724903
super powder,glossier,powder,weekly,143.04,3.1,2454,30ml,normal,male,jar,retinol,True,uk,mahal,0.62,0.049646403314522636,0.24145556895858464,0.3731850347860737
ultra cc cream,kvd beauty,cc cream,monthly,31.01,3.8,9772,150ml,combination,unisex,spray,retinol,True,uk,murah,0.76,0.8499178512750911,0.97708082026538,0.8303915194356033
magic makeup remover,urban decay,makeup remover,monthly,112.63,2.1,4612,30ml,combination,female,tube,vitamin c,True,south korea,mahal,0.42000000000000004,0.266876205443246,0.4583835946924005,0.3817395805714539
super foundation,kiehl’s,foundation,weekly,77.97,2.6,6643,100ml,sensitive,male,compact,aloe vera,False,italy,sedang,0.52,0.5144653189513537,0.6625452352231604,0.5468486427300382
ultra moisturizer,pat mcgrath labs,moisturizer,monthly,26.23,2.1,9869,200ml,combination,unisex,tube,vitamin c,True,japan,murah,0.42000000000000004,0.8840631473676691,0.9868315239244069,0.6725852489951821
divine blush,becca,blush,daily,42.15,3.1,5152,200ml,oily,male,jar,aloe vera,False,australia,murah,0.62,0.7703407386241875,0.5126658624849216,0.6436353940842406
super contour,perricone md,contour,monthly,118.74,3.1,4661,150ml,oily,female,stick,salicylic acid,True,france,mahal,0.62,0.22323023073076653,0.4633092078809811,0.4696309107954262
perfect blush,urban decay,blush,weekly,46.41,1.4,1152,250ml,dry,unisex,stick,aloe vera,False,japan,murah,0.27999999999999997,0.7399099935709694,0.11057498994772819,0.38408799606083643
super lip gloss,nars,lip gloss,monthly,125.89,4.1,3814,30ml,sensitive,female,bottle,retinol,False,italy,mahal,0.82,0.17215515393956715,0.3781664656212304,0.5372798393061162
ultra eyeliner,bite beauty,eyeliner,weekly,26.66,3.1,8763,250ml,combination,unisex,compact,glycerin,True,uk,murah,0.62,0.8809914993928137,0.875653397667873,0.7494281293514188
perfect cleanser,milk makeup,cleanser,weekly,87.57,4.2,4065,150ml,normal,unisex,stick,retinol,False,italy,sedang,0.8400000000000001,0.4458889920708623,0.4033976678729393,0.6344462311958466
magic eyeliner,becca,eyeliner,monthly,53.87,4.2,6522,200ml,sensitive,female,compact,vitamin c,True,japan,sedang,0.8400000000000001,0.6866204728909209,0.6503819863289103,0.7560625391330584
ultra foundation,ilia beauty,foundation,occasional,106.81,3.3,6391,150ml,sensitive,female,tube,hyaluronic acid,False,south korea,mahal,0.6599999999999999,0.3084506036145439,0.6372135102533173,0.5499778831350266
ultra eye shadow,too faced,eyeshadow,monthly,27.54,4.1,7602,50ml,combination,female,jar,shea butter,True,france,murah,0.82,0.8747053360954354,0.7589465219139525,0.8242009052114211
perfect eyeliner,perricone md,eyeliner,monthly,58.24,3.5,4511,150ml,sensitive,female,jar,hyaluronic acid,True,south korea,sedang,0.7,0.6554039574255304,0.44823080016083633,0.6362673472598264
super moisturizer,kvd beauty,moisturizer,weekly,53.4,2.6,9977,250ml,normal,female,spray,salicylic acid,True,uk,sedang,0.52,0.6899778555611116,0.9976879774829112,0.6665309521649156
ultra setting spray,hourglass,setting spray,daily,106.82,3.8,8063,30ml,sensitive,unisex,jar,vitamin c,False,italy,mahal,0.76,0.30837916994071013,0.8052874949738641,0.6335712499769859
super mascara,huda beauty,mascara,daily,114.31,1.7,6063,200ml,dry,male,jar,vitamin c,False,australia,mahal,0.33999999999999997,0.25487534823916,0.6042420587052674,0.3673110162128015
divine cleanser,colourpop,cleanser,daily,26.61,2.2,5920,200ml,normal,unisex,stick,vitamin c,True,japan,murah,0.44000000000000006,0.8813486677619831,0.5898673100120627,0.6023780623310075
perfect blush,urban decay,blush,occasional,120.79,1.2,2496,50ml,sensitive,unisex,spray,retinol,True,france,mahal,0.24,0.2085863275948282,0.24567752312022517,0.23171140290249348
magic moisturizer,pat mcgrath labs,moisturizer,occasional,77.24,2.3,2058,150ml,oily,unisex,compact,retinol,False,usa,sedang,0.45999999999999996,0.5196799771412244,0.20164857257740249,0.4262337076578478
ultra bb cream,kiehl’s,bb cream,occasional,65.63,4.9,6130,150ml,sensitive,male,stick,vitamin c,True,usa,sedang,0.9800000000000001,0.6026144724623188,0.6109770808202654,0.7929797579027488
divine bb cream,huda beauty,bb cream,occasional,36.69,2.3,5342,30ml,combination,female,spray,vitamin c,True,south korea,murah,0.45999999999999996,0.8093435245374669,0.5317651789304383,0.5791560931473277
magic bb cream,yves saint laurent,bb cream,occasional,69.68,4.9,3559,30ml,sensitive,male,stick,retinol,False,japan,sedang,0.9800000000000001,0.5736838345596114,0.3525331724969843,0.7326117848672803
magic bb cream,clinique,bb cream,monthly,21.52,4.1,8595,200ml,combination,female,tube,vitamin c,False,japan,murah,0.82,0.9177084077434102,0.8587655810213108,0.8570656385272851
ultra moisturizer,pat mcgrath labs,moisturizer,weekly,55.02,1.1,9444,200ml,combination,female,tube,glycerin,False,uk,sedang,0.22000000000000003,0.6784056004000285,0.9441093687173301,0.5023435538634746
super setting spray,bobby brown,setting spray,occasional,45.15,3.7,9024,30ml,dry,female,bottle,aloe vera,True,italy,murah,0.74,0.7489106364740339,0.9018898271009248,0.7750511563623952
divine powder,shiseido,powder,weekly,71.53,3.1,6109,200ml,oily,male,jar,shea butter,True,uk,sedang,0.62,0.56046860490035,0.6088661037394452,0.599913802217994
perfect face mask,clinique,face mask,occasional,134.26,3.9,3796,200ml,sensitive,female,stick,hyaluronic acid,True,germany,mahal,0.78,0.11236516894063875,0.376357056694813,0.4989809620211542
divine cc cream,laura mercier,cc cream,daily,122.0,3.2,4823,100ml,combination,female,bottle,hyaluronic acid,False,japan,mahal,0.64,0.19994285306093296,0.47959388821873744,0.4759016335620274
perfect setting spray,tarte,setting spray,daily,47.58,4.9,1842,250ml,combination,female,bottle,salicylic acid,True,germany,murah,0.9800000000000001,0.7315522537324095,0.17993566546039405,0.7454528092118017
divine blush,ilia beauty,blush,daily,48.54,3.3,2382,150ml,normal,female,stick,retinol,False,uk,murah,0.6599999999999999,0.7246946210443603,0.23421793325291515,0.5942519729638911
divine blush,rms beauty,blush,occasional,72.58,4.0,5738,200ml,dry,female,stick,vitamin c,False,south korea,sedang,0.8,0.5529680691477963,0.5715721753116204,0.680204855806663
magic eye shadow,rare beauty,eyeshadow,weekly,93.87,4.5,5900,200ml,combination,male,stick,hyaluronic acid,True,uk,sedang,0.9,0.40088577755553967,0.5878568556493767,0.6878371043965372
divine foundation,tatcha,foundation,weekly,20.06,1.2,9597,200ml,normal,male,tube,salicylic acid,True,uk,murah,0.24,0.9281377241231517,0.9594893445918777,0.5903391861553211
magic lipstick,charlotte tilbury,lipstick,monthly,113.38,1.2,6816,200ml,dry,unisex,tube,glycerin,False,italy,mahal,0.24,0.26151867990570765,0.6799356654603941,0.33444273706379113
perfect exfoliator,drunk elephant,exfoliator,occasional,135.93,1.3,8469,250ml,dry,female,jar,retinol,True,south korea,mahal,0.26,0.10043574541038647,0.8460997185363892,0.3293506673303938
magic lip liner,kiehl’s,lipstick,weekly,78.83,2.1,1145,100ml,combination,unisex,bottle,shea butter,False,usa,sedang,0.42000000000000004,0.508322023001643,0.1098713309207881,0.3844708730846505
magic powder,charlotte tilbury,powder,weekly,35.06,4.8,8319,50ml,normal,unisex,spray,aloe vera,False,australia,murah,0.96,0.8209872133723837,0.8310213108162444,0.892500426174964
perfect face mask,tatcha,face mask,occasional,95.15,4.1,7094,250ml,combination,unisex,stick,retinol,False,australia,sedang,0.82,0.39174226730480743,0.707880981101729,0.669098876411788
perfect mascara,yves saint laurent,mascara,daily,23.14,3.8,2893,100ml,normal,female,spray,retinol,True,usa,murah,0.76,0.9061361525823273,0.2855850422195416,0.7089578542186066
magic powder,morphe,powder,monthly,135.43,2.2,3005,100ml,sensitive,male,bottle,aloe vera,True,germany,mahal,0.44000000000000006,0.10400742910207872,0.296843586650583,0.31057094606074026
super contour,morphe,contour,monthly,35.21,3.3,9089,150ml,dry,unisex,jar,vitamin c,True,italy,murah,0.6599999999999999,0.819915708264876,0.9084238037796541,0.7576594732353936
divine eye shadow,urban decay,eyeshadow,daily,144.46,2.0,2898,50ml,combination,female,jar,hyaluronic acid,False,japan,mahal,0.4,0.039502821630116425,0.2860876558102131,0.26906837765107755
magic lip liner,rare beauty,lipstick,occasional,82.6,4.4,1246,200ml,normal,unisex,tube,aloe vera,False,uk,sedang,0.8800000000000001,0.4813915279662834,0.12002412545235223,0.6084222834803555
magic moisturizer,too faced,moisturizer,daily,131.87,2.0,5475,30ml,normal,male,jar,glycerin,False,italy,mahal,0.4,0.1294378169869277,0.5451347004423,0.3478582851845383
super lipstick,kiehl’s,lipstick,monthly,10.22,1.8,7462,150ml,combination,female,jar,retinol,True,japan,murah,0.36,0.9984284591756554,0.7448733413751508,0.6285032060277268
ultra contour,ilia beauty,contour,monthly,127.99,4.6,1563,30ml,sensitive,male,bottle,salicylic acid,False,south korea,mahal,0.9199999999999999,0.15715408243445972,0.1518898271009248,0.5375241901505229
magic face mask,juvia’s place,face mask,occasional,113.5,2.6,5381,150ml,dry,female,jar,retinol,True,uk,mahal,0.52,0.26066147581970145,0.5356855649376759,0.44533555573344563
perfect primer,bite beauty,primer,daily,143.36,1.8,3610,30ml,combination,unisex,bottle,vitamin c,True,japan,mahal,0.36,0.047360525751839355,0.3576598311218335,0.2657401239499185
ultra powder,e.l.f.,powder,occasional,143.42,2.9,7144,50ml,normal,female,spray,hyaluronic acid,False,france,mahal,0.58,0.046931923708836476,0.7129071170084439,0.4466610005143397
super moisturizer,sisley,moisturizer,daily,10.26,4.5,405,50ml,oily,female,spray,salicylic acid,True,uk,murah,0.9,0.99814272448032,0.03548451950140732,0.7565397212443775
divine exfoliator,tatcha,exfoliator,daily,17.52,3.4,3089,150ml,oily,unisex,jar,glycerin,True,australia,murah,0.6799999999999999,0.9462818772769483,0.3052874949738641,0.6849420621778574
super exfoliator,morphe,exfoliator,daily,99.82,2.7,8329,200ml,normal,male,compact,aloe vera,False,usa,sedang,0.54,0.35838274162440187,0.8320265379975874,0.5439201300868381
perfect serum,becca,serum,monthly,67.5,1.2,6012,100ml,oily,unisex,jar,aloe vera,True,germany,sedang,0.24,0.5892563754553897,0.5991154000804182,0.41659999265270053
divine blush,rms beauty,blush,monthly,89.71,2.0,2061,30ml,normal,unisex,tube,vitamin c,False,japan,sedang,0.4,0.43060218587041943,0.2019501407318054,0.36957068390748693
super makeup remover,anastasia beverly hills,makeup remover,daily,108.56,3.9,774,30ml,oily,unisex,bottle,aloe vera,False,germany,mahal,0.78,0.29594971069362097,0.0725774024929634,0.493300393706679
divine cc cream,laura mercier,cc cream,daily,29.8,3.1,7968,50ml,normal,female,spray,glycerin,False,japan,murah,0.62,0.8585613258089864,0.7957378367511058,0.7267159650929171
ultra eyeliner,milk makeup,eyeliner,weekly,50.65,2.8,4015,30ml,oily,female,jar,glycerin,False,uk,sedang,0.5599999999999999,0.709622115865419,0.3983715319662244,0.5725609411528706
divine lip gloss,hourglass,lip gloss,occasional,40.2,3.4,5221,50ml,sensitive,female,compact,shea butter,True,south korea,murah,0.6799999999999999,0.7842703050217873,0.5196019300361882,0.6792014775137738
perfect cleanser,laura mercier,cleanser,occasional,55.5,1.8,7178,50ml,oily,unisex,tube,salicylic acid,False,australia,sedang,0.36,0.674976784056004,0.71632488942501,0.5257580131018033
super setting spray,natasha denona,setting spray,weekly,49.75,4.4,286,200ml,oily,unisex,bottle,salicylic acid,True,italy,murah,0.8800000000000001,0.7160511465104651,0.023522316043425813,0.6595198071618247
perfect blush,danessa myricks,blush,weekly,79.43,1.6,7164,100ml,sensitive,male,compact,vitamin c,True,uk,sedang,0.32,0.5040360025716122,0.7149175713711299,0.4541943150457096
perfect highlighter,nars,highlighter,monthly,39.46,4.3,3823,50ml,normal,unisex,bottle,salicylic acid,False,japan,murah,0.86,0.7895563968854918,0.3790711700844391,0.7426811530825354
magic foundation,juvia’s place,foundation,monthly,76.26,3.0,930,100ml,normal,unisex,compact,glycerin,True,australia,sedang,0.6,0.5266804771769412,0.08825894652191395,0.4756559324574651
perfect cleanser,laura mercier,cleanser,monthly,85.62,2.1,4483,150ml,combination,unisex,compact,hyaluronic acid,False,germany,sedang,0.42000000000000004,0.4598185584684621,0.445416164053076,0.4370288003511538
super cleanser,laura mercier,cleanser,weekly,83.46,3.1,8883,250ml,normal,female,tube,vitamin c,True,usa,sedang,0.62,0.47524823201657274,0.8877161238439888,0.6301176943737696
magic primer,danessa myricks,primer,daily,56.46,1.1,791,30ml,combination,female,spray,vitamin c,True,france,sedang,0.22000000000000003,0.6681191513679549,0.07428628870124648,0.32529300315063575
divine bb cream,milk makeup,bb cream,occasional,140.65,3.9,665,150ml,dry,unisex,bottle,retinol,False,south korea,mahal,0.78,0.06671905136081147,0.06162042621632489,0.42233980065150845
ultra serum,yves saint laurent,serum,monthly,131.88,3.4,6923,150ml,oily,male,tube,hyaluronic acid,False,australia,mahal,0.6799999999999999,0.1293663833130939,0.6906915963007639,0.516948234254081
ultra lipstick,juvia’s place,lipstick,daily,108.75,4.8,1907,150ml,combination,male,stick,retinol,False,usa,mahal,0.96,0.294592470890778,0.18646964213912345,0.605671669695058
divine setting spray,morphe,setting spray,weekly,45.12,2.9,3463,100ml,normal,male,bottle,vitamin c,False,france,murah,0.58,0.7491249374955354,0.3428829915560917,0.5833140795598789
magic contour,anastasia beverly hills,contour,monthly,37.95,1.5,7369,50ml,oily,male,spray,retinol,False,germany,murah,0.3,0.8003428816344025,0.735524728588661,0.537207810208053
magic bronzer,farsali,bronzer,daily,125.5,2.8,2241,150ml,combination,male,spray,salicylic acid,True,uk,mahal,0.5599999999999999,0.1749410672190871,0.22004422999597908,0.3764911661649219
perfect cc cream,bobby brown,cc cream,monthly,63.08,1.1,3088,250ml,normal,unisex,jar,hyaluronic acid,True,germany,sedang,0.22000000000000003,0.6208300592899494,0.30518697225572977,0.3572864122381308
super cleanser,yves saint laurent,cleanser,monthly,30.8,4.8,9999,250ml,oily,female,spray,shea butter,False,south korea,murah,0.96,0.8514179584256019,0.9998994772818657,0.9354052829840538
perfect setting spray,it cosmetics,setting spray,monthly,92.54,4.5,9883,30ml,sensitive,female,jar,salicylic acid,False,japan,sedang,0.9,0.4103864561754411,0.988238841978287,0.7707637052482899
ultra eye shadow,make up for ever,eyeshadow,weekly,77.78,3.0,5195,50ml,dry,female,bottle,aloe vera,False,italy,sedang,0.6,0.5158225587541967,0.5169883393646965,0.5581444354991982
ultra contour,anastasia beverly hills,contour,monthly,114.8,3.0,3627,30ml,normal,male,compact,aloe vera,False,south korea,mahal,0.6,0.25137509822130155,0.3593687173301166,0.4472862729324138
magic eye shadow,bobby brown,eyeshadow,monthly,112.8,1.6,4311,30ml,sensitive,female,bottle,retinol,True,australia,mahal,0.32,0.26566183298807067,0.4281262565339767,0.3253238012032165
super eye shadow,rms beauty,eyeshadow,monthly,45.15,1.2,65,150ml,combination,unisex,jar,vitamin c,True,france,murah,0.24,0.7489106364740339,0.0013067953357458785,0.34493455000935935
ultra mascara,kvd beauty,mascara,weekly,138.0,1.5,2204,100ml,sensitive,female,stick,glycerin,False,france,mahal,0.3,0.08564897492678059,0.21632488942501005,0.2189596703630362
super foundation,juvia’s place,foundation,weekly,143.28,4.8,8152,30ml,combination,unisex,bottle,aloe vera,False,usa,mahal,0.96,0.04793199514251023,0.8142340168878166,0.6572264019203163
divine makeup remover,shiseido,makeup remover,weekly,145.34,3.8,6851,100ml,normal,unisex,spray,glycerin,True,germany,mahal,0.76,0.033216658332738125,0.6834539605950944,0.5266557896188403
perfect contour,fenty beauty,contour,daily,137.08,4.4,7286,250ml,dry,male,tube,salicylic acid,True,australia,mahal,0.8800000000000001,0.09222087291949421,0.7271813429835142,0.6131025304725511
magic contour,anastasia beverly hills,contour,weekly,23.89,2.7,8975,200ml,dry,male,spray,shea butter,False,australia,murah,0.54,0.900778627044789,0.8969642139123442,0.7196264308959055
super exfoliator,laura mercier,exfoliator,monthly,145.43,2.7,2248,50ml,sensitive,female,spray,hyaluronic acid,False,usa,mahal,0.54,0.03257375526823347,0.22074788902291917,0.3239217043850539
super face oil,too faced,face oil,weekly,111.47,4.8,5371,50ml,oily,female,compact,shea butter,True,australia,mahal,0.96,0.275162511607972,0.534680337756333,0.6694848210336583
perfect face mask,anastasia beverly hills,face mask,monthly,11.1,4.8,356,50ml,combination,unisex,jar,hyaluronic acid,True,france,murah,0.96,0.9921422958782771,0.0305589063128267,0.7837544700260484
super face mask,make up for ever,face mask,weekly,47.9,1.8,3050,30ml,dry,unisex,spray,retinol,True,france,murah,0.36,0.7292663761697264,0.30136710896662644,0.45905333464424325
super primer,natasha denona,primer,daily,147.16,2.6,9863,250ml,combination,male,tube,vitamin c,True,italy,mahal,0.52,0.020215729694978313,0.9862283876156012,0.46331039643161376
super serum,it cosmetics,serum,weekly,136.11,5.0,2874,100ml,combination,male,stick,vitamin c,False,uk,mahal,1.0,0.09914993928137716,0.28367511057498995,0.5864800038994111
super exfoliator,glossier,exfoliator,weekly,85.22,1.3,2629,250ml,combination,unisex,stick,retinol,True,south korea,sedang,0.26,0.4626759054218159,0.25904704463208683,0.32061218055296214
ultra concealer,urban decay,concealer,monthly,66.94,4.4,246,50ml,sensitive,female,spray,vitamin c,True,uk,sedang,0.8800000000000001,0.593256661190085,0.01950140731805388,0.6218772798206363
super mascara,glossier,mascara,daily,36.52,4.1,8909,150ml,dry,male,compact,retinol,False,japan,murah,0.82,0.8105578969926424,0.8903297145154805,0.8312333120008887
super exfoliator,glossier,exfoliator,occasional,96.42,4.5,2673,100ml,oily,female,spray,salicylic acid,False,australia,sedang,0.9,0.3826701907279092,0.263470044229996,0.617495066064372
super bb cream,shiseido,bb cream,daily,121.71,1.0,4949,250ml,dry,female,tube,retinol,False,italy,mahal,0.2,0.20201442960211458,0.492259750703659,0.2590562790213662
divine moisturizer,laura mercier,moisturizer,daily,107.64,3.4,6950,50ml,normal,male,jar,retinol,False,usa,mahal,0.6799999999999999,0.3025216086863348,0.6934057096903901,0.5694376245439784
perfect face mask,yves saint laurent,face mask,monthly,111.54,1.4,1746,30ml,sensitive,male,bottle,retinol,True,germany,mahal,0.27999999999999997,0.2746624758911351,0.1702854845195014,0.2564558396712408
magic cleanser,ilia beauty,cleanser,monthly,37.23,2.8,5362,50ml,oily,female,tube,retinol,False,south korea,murah,0.5599999999999999,0.8054861061504394,0.5337756332931243,0.6284009585037567
super powder,drunk elephant,powder,occasional,81.65,2.7,3756,150ml,sensitive,unisex,jar,vitamin c,True,germany,sedang,0.54,0.48817772698049855,0.3723361479694411,0.4909205476880378
perfect setting spray,kvd beauty,setting spray,monthly,73.18,3.4,9466,30ml,normal,male,jar,shea butter,True,italy,sedang,0.6799999999999999,0.5486820487177655,0.9463208685162847,0.6938687883185866
perfect cleanser,drunk elephant,cleanser,occasional,131.8,3.4,270,30ml,dry,female,stick,salicylic acid,False,usa,mahal,0.6799999999999999,0.12993785270376457,0.02191395255327704,0.3833641463217848
super powder,shiseido,powder,weekly,134.67,3.3,3262,50ml,oily,unisex,tube,vitamin c,True,south korea,mahal,0.6599999999999999,0.10943638831345115,0.3226779252110977,0.4273665015362549
ultra foundation,perricone md,foundation,weekly,22.19,4.3,2627,100ml,dry,female,compact,salicylic acid,False,france,murah,0.86,0.9129223515965426,0.25884599919581824,0.7556459053181264
divine moisturizer,farsali,moisturizer,daily,143.51,2.6,8790,100ml,normal,female,tube,glycerin,True,south korea,mahal,0.52,0.046289020644331824,0.878367511057499,0.4495602084047994
perfect highlighter,sisley,highlighter,weekly,46.22,4.5,3569,50ml,combination,male,stick,hyaluronic acid,False,south korea,murah,0.9,0.7412672333738124,0.3535383996783273,0.7430878499478091
magic mascara,too faced,mascara,occasional,63.98,3.7,4614,150ml,sensitive,male,jar,shea butter,False,australia,sedang,0.74,0.6144010286449033,0.45858464012866906,0.6460372366192048
divine eye shadow,hourglass,eyeshadow,occasional,116.05,2.2,4726,200ml,oily,female,bottle,glycerin,True,italy,mahal,0.44000000000000006,0.24244588899207098,0.46984318455971047,0.3867024036095634
super eye shadow,bite beauty,eyeshadow,daily,108.46,4.8,8075,150ml,combination,female,jar,shea butter,True,usa,mahal,0.96,0.2966640474319595,0.8064937675914756,0.730297967747883
divine lip liner,juvia’s place,lipstick,monthly,97.0,1.1,6602,100ml,normal,male,jar,shea butter,False,usa,sedang,0.22000000000000003,0.3785270376455462,0.6584238037796541,0.3552428720495947
super highlighter,kylie cosmetics,highlighter,monthly,47.61,1.8,4160,250ml,normal,male,bottle,hyaluronic acid,True,germany,murah,0.36,0.731337952710908,0.4129473260956976,0.48199085103241185
magic makeup remover,sisley,makeup remover,monthly,117.22,3.3,2426,250ml,oily,unisex,spray,glycerin,False,italy,mahal,0.6599999999999999,0.23408814915351106,0.2386409328508243,0.44795463131621815
